msoa11cd,geometry
E02000180,POINT (529702.7505635158 184494.9316010065)
E02000929,POINT (526786.7698441125 175667.5277420502)
E02000108,POINT (516205.7948280624 185567.9269322109)
E02000189,POINT (530654.3489195708 182653.0249081058)
E02000109,POINT (519462.2871974719 185246.3487571975)
E02000188,POINT (529039.9919780222 182738.7704528598)
E02006918,POINT (535132.5472966871 186834.4686162764)
E02000876,POINT (534783.9431024573 182159.3975582893)
E02000877,POINT (536835.9192295836 181922.9152431685)
E02000874,POINT (535201.7908540844 182396.4509988857)
E02000875,POINT (537324.4647532504 182236.5002721474)
E02000872,POINT (534074.3333969216 182482.6149430149)
E02000873,POINT (535904.869127834 182524.9829630923)
E02000870,POINT (535454.5394829353 182806.7267196425)
E02000871,POINT (537771.0959861729 182628.3880250605)
E02000056,POINT (526329.6852581856 188868.0556320134)
E02000057,POINT (523677.3173926406 188716.3949790306)
E02000055,POINT (523220.8659254818 189187.7617279331)
E02000052,POINT (526884.0070075084 189729.957856024)
E02000053,POINT (521402.9228036487 189680.0357405724)
E02000050,POINT (526409.8711783269 190629.7267502987)
E02000878,POINT (533985.2669305535 181760.9412624529)
E02000051,POINT (524882.1697969742 189971.6255760409)
E02000879,POINT (535472.8807952786 181566.3654296182)
E02000058,POINT (524963.9252866958 188623.0503384101)
E02000059,POINT (521941.4820160485 188239.8619421235)
E02000366,POINT (535695.6682752946 184226.2323660494)
E02000742,POINT (542511.8040233377 182383.574668972)
E02000743,POINT (539926.2371696027 182146.0654412434)
E02000740,POINT (539621.7592313923 182658.7477088475)
E02000741,POINT (541246.5785284587 182738.1055408905)
E02000748,POINT (542418.8969632268 181346.1619433342)
E02000749,POINT (540851.4751342344 181271.0197536695)
E02000976,POINT (525838.8515802729 180995.3081302072)
E02000977,POINT (529910.2917689374 180720.0882677127)
E02000974,POINT (527141.8751342496 181241.7634173455)
E02000975,POINT (526386.6167212408 181043.9114028274)
E02000972,POINT (529146.7920912473 181594.2843159527)
E02000973,POINT (525375.9551479984 181342.9847936518)
E02000970,POINT (528386.0323854699 181602.3308905233)
E02000156,POINT (538323.7181373298 165982.4983911348)
E02000971,POINT (527600.5162959541 181541.6179680664)
E02000157,POINT (544712.3539438207 165803.5152654251)
E02000154,POINT (545998.0695723665 166591.6935961203)
E02000155,POINT (547149.6222731275 166562.0514214895)
E02000152,POINT (542809.9731630645 167194.269814002)
E02000153,POINT (539897.5038520601 166722.1306293376)
E02000150,POINT (537020.0562387651 167793.5379524546)
E02006927,POINT (540653.7272778519 175056.7866006771)
E02000151,POINT (544834.4014894133 167274.8591487567)
E02006924,POINT (542746.4427103493 187762.4811284)
E02000979,POINT (529578.9999388778 179133.9137427334)
E02006925,POINT (542381.3754159188 189196.8954466755)
E02006921,POINT (534539.1283827616 186963.7258806861)
E02000158,POINT (547270.4107222514 165629.0137092883)
E02000159,POINT (542458.4887055989 165407.9172986459)
E02006928,POINT (537692.8514884989 177666.7347895044)
E02006929,POINT (539657.3440655817 178578.7177301477)
E02000066,POINT (547859.9297032203 179365.5422233569)
E02000067,POINT (549124.9898037248 178812.5702161233)
E02000064,POINT (524818.088849621 186329.6731070987)
E02000065,POINT (547672.7532427997 180930.1091641606)
E02000062,POINT (523469.2183530959 187001.881510311)
E02000063,POINT (524106.3889332653 186600.5917324979)
E02000060,POINT (524262.4042904707 188045.2628784818)
E02000061,POINT (525105.7781588426 187337.1904447095)
E02000068,POINT (550921.8889065008 178451.7055086989)
E02000069,POINT (549971.5658114515 178230.0246238926)
E02000816,POINT (534478.757032666 178627.9442768717)
E02000897,POINT (539127.9630542111 193162.2074919417)
E02000817,POINT (535030.1769552386 178723.5034483717)
E02000896,POINT (538829.4307514641 194297.8978467892)
E02000814,POINT (536344.5116685858 179308.1248101735)
E02000895,POINT (537838.5323710191 194698.5488205115)
E02000815,POINT (532323.4886520313 179213.2054666582)
E02000894,POINT (537540.2545962585 178651.5221848749)
E02000812,POINT (532951.9782620766 179368.3272480852)
E02000893,POINT (538497.0308116756 178877.2037076733)
E02000813,POINT (535294.7262858617 179432.8103000968)
E02000810,POINT (534110.4078093807 179386.4742796752)
E02000891,POINT (538409.1436280486 180372.1949531184)
E02000890,POINT (534774.5712411542 180239.5169433863)
E02000818,POINT (532671.859241466 178664.3819250811)
E02000899,POINT (537314.7881817528 192932.2986584257)
E02000819,POINT (533904.5382414922 178446.5185939497)
E02000898,POINT (538184.1231852847 193097.1889212015)
E02000306,POINT (534481.5846535362 193074.018165482)
E02000387,POINT (524029.7733472644 177741.5328022115)
E02000307,POINT (532983.24647951 192957.6030133519)
E02000386,POINT (524726.9860498061 177990.8274803734)
E02000304,POINT (530077.6879506257 193334.9355950641)
E02000385,POINT (524330.7999959791 178165.9224229671)
E02000305,POINT (531163.1977691789 193151.1291168031)
E02000384,POINT (523155.0089707346 178461.795206158)
E02000302,POINT (532044.4964329855 193409.0481731564)
E02000383,POINT (524372.6292837523 178643.9621236441)
E02000303,POINT (533768.1856260668 193358.2595951819)
E02000382,POINT (522260.8222779909 178698.366767988)
E02000300,POINT (534053.4636142068 194200.966976914)
E02000381,POINT (523838.1418030392 179198.839069187)
E02000301,POINT (535139.9357501703 193749.2065382095)
E02000380,POINT (522935.4964377274 179228.9145326184)
E02000308,POINT (529266.4909306536 192265.3167014964)
E02000389,POINT (523617.9423028664 177310.1342289128)
E02000309,POINT (534464.0544766762 192222.5048919111)
E02000388,POINT (525113.9264115047 177549.2181104271)
E02000256,POINT (516995.6636953471 181052.0942880175)
E02000257,POINT (518259.3061841346 181105.1426526661)
E02000254,POINT (513003.8166512158 181470.3978578607)
E02000255,POINT (516274.484198922 181453.2375936883)
E02000252,POINT (520662.8417918112 181642.7008536874)
E02000253,POINT (515479.8811897919 181738.2763424224)
E02000250,POINT (517389.418736577 182139.7487219014)
E02000251,POINT (513591.0117016875 182067.588486773)
E02000258,POINT (520047.2579409092 180977.162758387)
E02000259,POINT (515431.5903124976 180949.556891191)
E02000566,POINT (531451.6297344409 185116.1142258007)
E02000567,POINT (532690.9297844123 184716.8504255764)
E02000564,POINT (530828.3970652337 185372.5526101788)
E02000565,POINT (532957.4426793192 185220.0753585055)
E02000562,POINT (532125.5520216331 185760.613894323)
E02000563,POINT (529978.8394007166 185488.7282556756)
E02000560,POINT (530569.5509792455 186198.3860765934)
E02000561,POINT (529696.7954917814 185996.9833818209)
E02000568,POINT (530573.104129335 184681.8227484428)
E02000569,POINT (532023.4743194777 184395.5280663192)
E02000406,POINT (531674.8204836701 190327.4629120719)
E02000487,POINT (556019.3249678232 185778.2403865661)
E02000407,POINT (533496.8323144341 190261.2678582354)
E02000486,POINT (553178.0058090251 186123.1916622839)
E02000404,POINT (531699.2893278135 190813.71711739)
E02000485,POINT (555100.9407851093 186659.5980839087)
E02000405,POINT (529480.6823452089 190550.2955438106)
E02000484,POINT (552285.3435867524 187040.9162593376)
E02000402,POINT (532989.5377293362 191079.2694130524)
E02000483,POINT (553851.403878341 187125.0952773913)
E02000403,POINT (531018.1644940069 190978.958145237)
E02000482,POINT (556623.2021763336 187305.9199027697)
E02000400,POINT (529869.7726299712 191161.3169173653)
E02000481,POINT (557535.9228426807 187726.6227997597)
E02000401,POINT (532397.7592715528 191116.9759767231)
E02000480,POINT (550327.542701097 187932.0139341672)
E02000408,POINT (534100.1273345349 190274.4304357893)
E02000489,POINT (552380.6413379685 185373.9032249402)
E02000409,POINT (532819.7978340375 190183.3160058917)
E02000488,POINT (553475.1463937003 185452.0737623443)
E02000756,POINT (544392.2351267078 191215.5551339681)
E02000757,POINT (540146.342815457 190692.8880413171)
E02000754,POINT (541373.4959212402 191924.1115704901)
E02000755,POINT (542269.0431591664 191526.8162511513)
E02000752,POINT (546472.1999190801 192337.3386626811)
E02000753,POINT (545485.9687335079 192218.2566930474)
E02000750,POINT (542400.429401823 180115.7419889871)
E02000751,POINT (540557.8722348786 192303.9337711392)
E02006787,POINT (536419.1226327841 168612.0289505168)
E02006786,POINT (546020.9678442702 177888.1238787458)
E02000758,POINT (542858.7367669053 190454.9362895723)
E02006785,POINT (545786.266700708 176508.7290384234)
E02000759,POINT (541068.758559689 190446.2587720301)
E02006784,POINT (538984.3481541283 171259.4098605365)
E02006783,POINT (539915.8714083128 171813.6811930312)
E02006782,POINT (540357.5247615714 171127.1295617481)
E02006789,POINT (542295.8061274898 159008.1560844822)
E02006788,POINT (535002.6978576924 167659.4256532476)
E02000666,POINT (537193.7344948734 174850.5739773848)
E02000667,POINT (536594.2847013015 174536.8067053279)
E02000664,POINT (538350.3237668585 175132.4340899208)
E02000665,POINT (539199.5008187573 174910.8447917712)
E02000662,POINT (536110.1847183342 175620.8205534075)
E02000663,POINT (537573.0187093937 175604.6465991168)
E02000660,POINT (537086.6456100282 176044.9962419202)
E02000661,POINT (539402.4213098933 175644.0490925453)
E02000668,POINT (539797.9830280261 174219.9464536532)
E02000669,POINT (538791.9500250162 174127.8604266098)
E02000946,POINT (526284.96818801 173136.3782654922)
E02000947,POINT (525257.411611617 173154.0132040693)
E02000944,POINT (524093.7349027465 173609.2529273188)
E02000945,POINT (522258.2533150311 173466.6915010493)
E02000942,POINT (524822.4409560963 173877.7758143655)
E02000943,POINT (528449.7220482377 173685.7213810747)
E02000940,POINT (525651.8635974943 174232.0964649878)
E02000126,POINT (525192.5097746931 183058.354429568)
E02000941,POINT (526214.0034307803 174030.6273004582)
E02000127,POINT (542343.9386665771 172020.3582595735)
E02000124,POINT (524023.9593828016 183158.3059924392)
E02000125,POINT (522993.4284008165 183126.1349425404)
E02000122,POINT (523410.6105248419 183845.3534107071)
E02000123,POINT (521737.0759135832 183416.8646014981)
E02000120,POINT (524925.0918666465 183883.4361931109)
E02000121,POINT (518131.0290190177 183960.745847792)
E02000948,POINT (528899.8743442025 173018.7532227631)
E02006930,POINT (539671.9844864565 178185.9178523778)
E02006931,POINT (538050.1228150765 176933.2943303428)
E02000128,POINT (543774.3600124269 171336.5089597598)
E02000077,POINT (547033.582399757 176404.6864020122)
E02000074,POINT (551323.4754664814 176677.6624868428)
E02000075,POINT (548839.6563405462 176670.1404178335)
E02000072,POINT (551990.0644922447 177108.2035244904)
E02000073,POINT (547744.5498473842 176947.4865784851)
E02000070,POINT (548436.4331674373 177843.3526739472)
E02000071,POINT (549885.4086364177 177255.6649816165)
E02000078,POINT (550619.094060017 176364.9942549038)
E02000079,POINT (548599.7908874032 175525.6300739739)
E02000316,POINT (543170.4816333404 179026.2298480401)
E02000397,POINT (530543.909434429 191308.2140389569)
E02000317,POINT (542521.9656170545 178686.3143351947)
E02000396,POINT (525617.091830394 176049.1522080979)
E02000314,POINT (545554.6925104384 180118.3811097938)
E02000395,POINT (524542.9558538569 176163.8097588946)
E02000315,POINT (546794.5884831217 179313.1295100797)
E02000394,POINT (526108.6070171513 176351.9270799865)
E02000312,POINT (530537.8411785944 192019.3040515478)
E02000393,POINT (524258.7890329364 176754.5417811872)
E02000313,POINT (546938.8853318584 180502.5002599669)
E02000392,POINT (524865.8057072718 176804.3724011982)
E02000391,POINT (525616.6758407218 176884.6073549363)
E02000311,POINT (531800.8746002336 192140.7863789856)
E02000390,POINT (524451.3729328609 177243.9379294263)
E02000318,POINT (545488.7139312207 178582.7272476223)
E02000319,POINT (544807.54500703 178556.947183437)
E02000398,POINT (534543.8152601883 191189.8933646133)
E02000226,POINT (534868.3798602219 162647.0214251775)
E02000227,POINT (536264.8774322377 162640.1302980217)
E02000224,POINT (532467.5185269385 162870.8490747625)
E02000225,POINT (538403.3960051712 162741.0255576577)
E02000222,POINT (532989.0481894956 163894.8556499865)
E02000223,POINT (537986.2756347472 163388.2365285025)
E02000220,POINT (532589.8227960074 164791.4530275428)
E02000221,POINT (531578.2542806054 164203.9822307481)
E02000228,POINT (533519.8406967967 161819.0367804263)
E02000229,POINT (538819.2920987317 161778.9213718869)
E02000576,POINT (532361.5959369522 182456.0481728379)
E02000577,POINT (524352.1698429433 182031.2630598479)
E02000574,POINT (530962.4232063586 183034.4934898888)
E02000575,POINT (531654.3804976582 182463.2574690201)
E02000572,POINT (530665.8901659714 183654.0714891657)
E02000573,POINT (531722.4905234938 183462.5021636392)
E02000570,POINT (531200.2048840234 184185.9891414117)
E02000571,POINT (532286.954428046 183853.7592113482)
E02000578,POINT (523499.6023495708 181948.9160885689)
E02000579,POINT (523730.6054641849 181398.4608142716)
E02000497,POINT (510366.4030962751 189115.4923958519)
E02000416,POINT (530403.7674747105 189395.2364900374)
E02000496,POINT (505269.4397328279 190418.3177479549)
E02000417,POINT (528774.7393459011 189251.4017701767)
E02000495,POINT (509808.659990583 190826.2360052476)
E02000414,POINT (533159.3662310517 189767.8903293634)
E02000494,POINT (508894.848710833 191646.7563301139)
E02000415,POINT (531950.6488652391 189604.8446269717)
E02000412,POINT (531171.0884675742 189924.343278398)
E02000493,POINT (552657.2315917406 182094.6999467391)
E02000413,POINT (528037.8708311997 189767.8758191586)
E02000492,POINT (553546.927680053 182865.0383003278)
E02000410,POINT (528706.7731265029 190121.0068169551)
E02000491,POINT (551423.1677950735 183227.1061154452)
E02000411,POINT (534469.8746193604 190147.2926272062)
E02000490,POINT (552239.5959584287 184259.3617546835)
E02000499,POINT (511339.4256646626 187803.3411427285)
E02000418,POINT (529757.7572223315 189185.9528001724)
E02000498,POINT (508341.2752455724 188014.3767298518)
E02000419,POINT (531457.1591911216 189157.3609557482)
E02000726,POINT (538418.6668246966 183904.1547288899)
E02000727,POINT (541355.6260899887 184263.0431066494)
E02000724,POINT (541690.7586734424 184694.8686630541)
E02000725,POINT (539020.963194757 184595.8764687966)
E02000722,POINT (539690.5150066919 184699.3634439221)
E02000723,POINT (542433.0490141982 184701.8346544221)
E02000720,POINT (541113.0657542436 185163.3562597795)
E02000721,POINT (540683.9629107221 184771.9392573557)
E02006796,POINT (511573.6997481452 185650.8437618637)
E02000728,POINT (542899.4944160918 184195.8849635316)
E02006795,POINT (512631.7937883228 187031.0324375389)
E02000729,POINT (540233.5766400486 183944.9984515461)
E02006794,POINT (533770.7796458503 191201.4002838728)
E02006793,POINT (533374.8081349583 192178.9617947938)
E02006792,POINT (520158.333978655 178411.6970671248)
E02006791,POINT (520416.9299295105 179194.5328925575)
E02006799,POINT (547490.5689400025 186783.2650576888)
E02006798,POINT (536813.6606564142 177305.5796224792)
E02000676,POINT (536199.0868296248 172982.4358366772)
E02000677,POINT (538193.4420185618 172908.7808790925)
E02000674,POINT (538936.266534843 173257.668422588)
E02000675,POINT (540384.3730767714 173265.9981723469)
E02000672,POINT (537388.3296725717 173712.5304870299)
E02000673,POINT (535250.6470581612 173536.192313683)
E02000670,POINT (538135.8303216463 173773.2059166889)
E02000671,POINT (536201.5324557705 173772.6123015943)
E02000678,POINT (539768.5016585132 172463.8710786772)
E02000679,POINT (535885.1053231491 172376.3222596459)
E02000956,POINT (526978.7260523101 171552.4514697698)
E02000957,POINT (527702.7703549559 171070.5295638726)
E02000954,POINT (527841.5365985089 172010.2211272778)
E02000955,POINT (527767.7208196374 171694.9518211934)
E02000953,POINT (526388.9724166094 172345.9175471557)
E02000950,POINT (524054.5213085199 172932.3602192245)
